87658, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, CIRCONSCRIPTION 1ER DEGRE IEN AIX VALLEE DE L'ARC (0133000R), REF - Enseignant 1e degré référent, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
87239, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MARIE ET PIERRE CURIE (0132537M), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 0
87240, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MARIE ET PIERRE CURIE (0132537M), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 0
87241, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MARIE ET PIERRE CURIE (0132537M), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
87242, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MARIE ET PIERRE CURIE (0132537M), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87103, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MARIE MAURON (0132453W), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87104, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MARIE MAURON (0132453W), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
87105, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MARIE MAURON (0132453W), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
88042, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MIREILLE FERAUD FOESSER (0134042Y), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
88043, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MIREILLE FERAUD FOESSER (0134042Y), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 1
88044, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE MIREILLE FERAUD FOESSER (0134042Y), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 2
84643, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE PIERRE BROSSOLETTE (0130413D), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 1
84644, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE PIERRE BROSSOLETTE (0130413D), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
84645, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE PIERRE BROSSOLETTE (0130413D), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
84638, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE PRIMAIRE PUBLIQUE ROGER SALENGRO (0130411B), DE - Directeur d'école, D0000 - Direction, 20, 0, Non, 1, 0, 0
84639, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE PRIMAIRE PUBLIQUE ROGER SALENGRO (0130411B), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 14, 0, 1
84640, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE PRIMAIRE PUBLIQUE ROGER SALENGRO (0130411B), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
84641, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE PRIMAIRE PUBLIQUE ROGER SALENGRO (0130411B), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
84642, CHATEAUNEUF LES MARTIGUES, 0132426S - CHATEAUNEUF, ECOLE PRIMAIRE PUBLIQUE ROGER SALENGRO (0130411B), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 1
84654, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130417H), DE - Directeur d'école, D0000 - Direction, 15, 1, Non, 1, 0, 0
84655, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130417H), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 13, 0, 0
84656, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130417H), IEEL - Unité pédagogique élève allophone arrivant, G0163 - Accueil primo arrivants, 0, 0, Non, 1, 0, 1
84657, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130417H), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 1
84658, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130417H), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 1
84659, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130417H), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 14, 0, 0
84649, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE PIC CHABAUD (0130415F), DE - Directeur d'école, D0000 - Direction, 15, 1, Non, 1, 0, 0
84650, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE PIC CHABAUD (0130415F), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 12, 0, 0
84651, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE PIC CHABAUD (0130415F), ECEL - Enseignant classe élémentaire, G0429 - Italien, 0, 0, Non, 1, 0, 0
84652, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE PIC CHABAUD (0130415F), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
84653, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE PIC CHABAUD (0130415F), ULEC - Ulis école, G0176 - Ulis ue troubles fonctions cognitives, 0, 0, Non, 1, 0, 1
87826, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE ARGELIER (L') (0133214Y), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
87827, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE ARGELIER (L') (0133214Y), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87828, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE ARGELIER (L') (0133214Y), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
84660, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE PAVILLONE (LA) (0130418J), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
84661, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE PAVILLONE (LA) (0130418J), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
87297, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE ROQUECOQUILLE (0132587S), DE - Directeur d'école, D0000 - Direction, 3, 0, Non, 1, 0, 0
87298, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE ROQUECOQUILLE (0132587S), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
84646, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE PRIMAIRE PUBLIQUE CRAU (LA) (0130414E), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
84647, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE PRIMAIRE PUBLIQUE CRAU (LA) (0130414E), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
84648, CHATEAURENARD, 0133001S - SAINT REMY, ECOLE PRIMAIRE PUBLIQUE CRAU (LA) (0130414E), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
84693, CORNILLON CONFOUX, 0132952N - MIRAMAS, ECOLE PRIMAIRE PUBLIQUE IGOR MITORAJ (0130433A), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
84694, CORNILLON CONFOUX, 0132952N - MIRAMAS, ECOLE PRIMAIRE PUBLIQUE IGOR MITORAJ (0130433A), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
84695, CORNILLON CONFOUX, 0132952N - MIRAMAS, ECOLE PRIMAIRE PUBLIQUE IGOR MITORAJ (0130433A), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
84696, COUDOUX, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE DANIELLE GERMOND (0130434B), DE - Directeur d'école, D0000 - Direction, 11, 0, Non, 1, 0, 0
84697, COUDOUX, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE DANIELLE GERMOND (0130434B), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 10, 0, 2
84698, COUDOUX, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE DANIELLE GERMOND (0130434B), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
84699, COUDOUX, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE DANIELLE GERMOND (0130434B), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87434, COUDOUX, 0131311E - AIX TOULOUBRE, ECOLE MATERNELLE PUBLIQUE HENRI BOSCO (0132700P), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
87435, COUDOUX, 0131311E - AIX TOULOUBRE, ECOLE MATERNELLE PUBLIQUE HENRI BOSCO (0132700P), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
86851, CUGES LES PINS, 0131852T - LA CIOTAT, ECOLE ELEMENTAIRE PUBLIQUE SIMONE VEIL (0132266T), DE - Directeur d'école, D0000 - Direction, 16, 0, Non, 1, 0, 0
86852, CUGES LES PINS, 0131852T - LA CIOTAT, ECOLE ELEMENTAIRE PUBLIQUE SIMONE VEIL (0132266T), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 14, 0, 0
86853, CUGES LES PINS, 0131852T - LA CIOTAT, ECOLE ELEMENTAIRE PUBLIQUE SIMONE VEIL (0132266T), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 1, 0, 0
86854, CUGES LES PINS, 0131852T - LA CIOTAT, ECOLE ELEMENTAIRE PUBLIQUE SIMONE VEIL (0132266T), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
87432, CUGES LES PINS, 0131852T - LA CIOTAT, ECOLE MATERNELLE PUBLIQUE PIERRE CORNILLE (0132699N), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
87433, CUGES LES PINS, 0131852T - LA CIOTAT, ECOLE MATERNELLE PUBLIQUE PIERRE CORNILLE (0132699N), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 1
87877, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE CROS (DU) (0133325U), DE - Directeur d'école, D0000 - Direction, 10, 0, Non, 1, 0, 0
87878, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE CROS (DU) (0133325U), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 2
87879, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE CROS (DU) (0133325U), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 1, 0, 0
87880, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE CROS (DU) (0133325U), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87881, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE CROS (DU) (0133325U), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 1
84703, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE LEONCE ARTAUD (0130440H), DE - Directeur d'école, D0000 - Direction, 10, 0, Non, 1, 0, 0
84704, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE LEONCE ARTAUD (0130440H), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 9, 0, 0
87898, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE MATERNELLE PUBLIQUE CROS (LE) (0133356C), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87899, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE MATERNELLE PUBLIQUE CROS (LE) (0133356C), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87300, EGUILLES, 0131311E - AIX TOULOUBRE, ECOLE MATERNELLE PUBLIQUE EGUILLES (0132588T), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
84705, ENSUES LA REDONNE, 0132426S - CHATEAUNEUF, ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL (0130442K), DE - Directeur d'école, D0000 - Direction, 14, 0, Non, 1, 0, 0
84706, ENSUES LA REDONNE, 0132426S - CHATEAUNEUF, ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL (0130442K), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 12, 0, 1
84707, ENSUES LA REDONNE, 0132426S - CHATEAUNEUF, ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL (0130442K), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
84708, ENSUES LA REDONNE, 0132426S - CHATEAUNEUF, ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL (0130442K), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
84709, ENSUES LA REDONNE, 0132426S - CHATEAUNEUF, ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL (0130442K), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
87824, ENSUES LA REDONNE, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE ARC EN CIEL (0133206P), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
87825, ENSUES LA REDONNE, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE ARC EN CIEL (0133206P), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 1
110730, ENSUES LA REDONNE, 0132426S - CHATEAUNEUF, ECOLE MATERNELLE PUBLIQUE ARC EN CIEL (0133206P), ECMA - Enseignant classe préélémentaire, G0120 - Classe de lecture, 0, 0, Non, 1, 0, 1
84710, EYGALIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE PRIMAIRE PUBLIQUE EYGALIERES (0130444M), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
84711, EYGALIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE PRIMAIRE PUBLIQUE EYGALIERES (0130444M), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
84712, EYGALIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE PRIMAIRE PUBLIQUE EYGALIERES (0130444M), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
84717, EYGUIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE ELEMENTAIRE PUBLIQUE ANDRIEUX ET ANDRE GILOUS (0130447R), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
84718, EYGUIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE ELEMENTAIRE PUBLIQUE ANDRIEUX ET ANDRE GILOUS (0130447R), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
84713, EYGUIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130446P), DE - Directeur d'école, D0000 - Direction, 10, 0, Non, 1, 0, 0
84714, EYGUIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130446P), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 9, 0, 0
84715, EYGUIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130446P), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 1
84716, EYGUIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130446P), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
88138, EYGUIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE MATERNELLE PUBLIQUE NOUVELLE ECOLE D'EYGUIERES (0134405T), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 0
88139, EYGUIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE MATERNELLE PUBLIQUE NOUVELLE ECOLE D'EYGUIERES (0134405T), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 0
110736, EYGUIERES, 0133330Z - SAINT MARTIN DE CRAU, ECOLE MATERNELLE PUBLIQUE NOUVELLE ECOLE D'EYGUIERES (0134405T), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
84719, EYRAGUES, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130449T), DE - Directeur d'école, D0000 - Direction, 11, 1, Non, 1, 0, 0
84720, EYRAGUES, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130449T), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 9, 0, 0
84721, EYRAGUES, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130449T), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
84722, EYRAGUES, 0133001S - SAINT REMY, ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI (0130449T), ULEC - Ulis école, G0176 - Ulis ue troubles fonctions cognitives, 0, 0, Non, 1, 0, 0
86999, EYRAGUES, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE F.DIJON (0132383V), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87000, EYRAGUES, 0133001S - SAINT REMY, ECOLE MATERNELLE PUBLIQUE F.DIJON (0132383V), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
84729, FONTVIEILLE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE YVAN AUDOUARD (0130453X), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
84730, FONTVIEILLE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE YVAN AUDOUARD (0130453X), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
84731, FONTVIEILLE, 0131313G - ARLES, ECOLE ELEMENTAIRE PUBLIQUE YVAN AUDOUARD (0130453X), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
84732, FONTVIEILLE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE RAYMONDE AVON (0130455Z), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
84733, FONTVIEILLE, 0131313G - ARLES, ECOLE MATERNELLE PUBLIQUE RAYMONDE AVON (0130455Z), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87645, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE GILBERT DEL CORSO (0132989D), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 1
87646, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE GILBERT DEL CORSO (0132989D), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 0
84734, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE JEAN GIONO (0130456A), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
84735, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE JEAN GIONO (0130456A), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 1
86935, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132332P), DE - Directeur d'école, D0000 - Direction, 9, 1, Non, 1, 0, 0
86936, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132332P), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 0
86937, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132332P), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
86938, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132332P), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86939, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132332P), ULEC - Ulis école, G0176 - Ulis ue troubles fonctions cognitives, 0, 0, Non, 1, 0, 1
87803, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE MAZET (LE) (0133183P), DE - Directeur d'école, D0000 - Direction, 10, 0, Non, 1, 0, 0
87804, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE MAZET (LE) (0133183P), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 9, 0, 0
87805, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE MAZET (LE) (0133183P), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
86650, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE MICHEL GERACHIOS (0131914K), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 1
86651, FOS SUR MER, 0132365A - ISTRES, ECOLE ELEMENTAIRE PUBLIQUE MICHEL GERACHIOS (0131914K), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 0
87007, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE JONQUIERE (0132387Z), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
87008, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE JONQUIERE (0132387Z), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87670, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE LEONCE HERAIL (0133020M), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87671, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE LEONCE HERAIL (0133020M), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
84736, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE MARIE MAURON (0130458C), DE - Directeur d'école, D0000 - Direction, 3, 0, Non, 1, 0, 0
84737, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE MARIE MAURON (0130458C), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
87801, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE MAZET (LE) (0133182N), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 1
87802, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE MAZET (LE) (0133182N), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 1
87147, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE MICHEL GERACHIOS (0132480A), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
87148, FOS SUR MER, 0132365A - ISTRES, ECOLE MATERNELLE PUBLIQUE MICHEL GERACHIOS (0132480A), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87906, FUVEAU, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE ARTHUR RIMBAUD (0133389N), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87907, FUVEAU, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE ARTHUR RIMBAUD (0133389N), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86846, FUVEAU, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE OUVIERE (0132265S), DE - Directeur d'école, D0000 - Direction, 11, 1, Non, 1, 0, 0
86847, FUVEAU, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE OUVIERE (0132265S), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 1
